0	0.000000
1	0.000000
2	0.000000
3	0.000001
4	0.000001
5	0.000001
6	0.000002
7	0.000002
8	0.000004
9	0.000005
10	0.000007
11	0.000009
12	0.000011
13	0.000014
14	0.000017
15	0.000020
16	0.000026
17	0.000026
18	0.000025
19	0.000028
20	0.000033
21	0.000038
22	0.000044
23	0.000050
24	0.000057
25	0.000064
26	0.000072
27	0.000081
28	0.000090
29	0.000100
30	0.000110
31	0.000123
32	0.000144
33	0.000147
34	0.000161
35	0.000175
36	0.000186
37	0.000204
38	0.000218
39	0.000237
40	0.000254
41	0.000274
42	0.000294
43	0.000316
44	0.000335
45	0.000359
46	0.000383
47	0.000407
48	0.000439
49	0.000431
50	0.000463
51	0.000485
52	0.000517
53	0.000544
54	0.000666
55	0.001061
56	0.001020
57	0.001156
58	0.001239
59	0.000919
60	0.000844
61	0.000989
62	0.001074
63	0.001068
64	0.001226
65	0.001120
66	0.001203
67	0.001188
68	0.001182
69	0.001369
70	0.001461
71	0.001344
72	0.001658
73	0.001427
74	0.001476
75	0.001547
76	0.001595
77	0.001667
78	0.001737
79	0.001932
80	0.002195
81	0.001947
82	0.002057
83	0.002090
84	0.002162
85	0.002253
86	0.002315
87	0.002405
88	0.002467
89	0.002781
90	0.002684
91	0.002754
92	0.002817
93	0.002936
94	0.003123
95	0.003123
96	0.003259
97	0.003316
98	0.003871
99	0.004868
100	0.003674
101	0.003746
102	0.004718
103	0.004204
104	0.004142
105	0.004196
106	0.004439
107	0.004823
108	0.004544
109	0.005219
110	0.005057
111	0.005009
112	0.006240
113	0.005236
114	0.005355
115	0.005685
116	0.006155
117	0.005810
118	0.006572
119	0.006173
120	0.006245
121	0.006452
122	0.006831
123	0.006867
124	0.006866
125	0.007891
126	0.007221
127	0.007415
128	0.008191
129	0.007781
130	0.008099
131	0.008948
132	0.008264
133	0.008497
134	0.008690
135	0.009025
136	0.010985
137	0.009850
138	0.009675
139	0.009761
140	0.010172
141	0.010996
142	0.010331
143	0.010545
144	0.010795
145	0.011350
146	0.011803
147	0.011519
148	0.011592
149	0.012227
150	0.013104
151	0.012443
152	0.012728
153	0.014445
154	0.014854
155	0.014004
156	0.013912
157	0.014929
158	0.014372
159	0.014762
160	0.016334
161	0.015102
162	0.015605
163	0.018612
164	0.018364
165	0.018505
166	0.018252
167	0.017085
168	0.017919
169	0.018038
170	0.019251
171	0.020743
172	0.019348
173	0.019922
174	0.019608
175	0.023204
176	0.021124
177	0.021112
178	0.024143
179	0.021850
180	0.023668
181	0.024155
182	0.025192
183	0.023231
184	0.025065
185	0.024263
186	0.027204
187	0.028387
188	0.026900
189	0.027278
190	0.028541
191	0.030551
192	0.032136
193	0.030601
194	0.032765
195	0.032069
196	0.032558
197	0.033041
198	0.034568
199	0.032374
200	0.032450
201	0.032790
202	0.036934
203	0.035062
204	0.034709
205	0.037682
206	0.035507
207	0.037138
208	0.036192
209	0.038489
210	0.043705
211	0.039879
212	0.038924
213	0.044576
214	0.041563
215	0.045004
216	0.040966
217	0.045783
218	0.048812
219	0.044551
220	0.043499
221	0.047166
222	0.049510
223	0.047919
224	0.047917
225	0.047997
226	0.052050
227	0.052142
228	0.049156
229	0.057847
230	0.054552
231	0.055371
232	0.052818
233	0.059402
234	0.059377
235	0.055229
236	0.054199
237	0.059492
238	0.059495
239	0.062773
240	0.055534
241	0.078215
242	0.061945
243	0.062708
244	0.067902
245	0.066670
246	0.069733
247	0.067525
248	0.066817
249	0.066257
250	0.068584
251	0.068058
252	0.067462
253	0.075902
254	0.069821
255	0.076774
256	0.097752
257	0.073523
258	0.071477
259	0.075154
260	0.074874
261	0.075162
262	0.077593
263	0.079411
264	0.074357
265	0.082511
266	0.079911
267	0.081180
268	0.083782
269	0.084067
270	0.085245
271	0.085623
272	0.084802
273	0.098630
274	0.085214
275	0.091296
276	0.088343
277	0.091109
278	0.093495
279	0.093035
280	0.089041
281	0.094616
282	0.096801
283	0.096535
284	0.097999
285	0.100890
286	0.099107
287	0.104293
288	0.100709
289	0.106590
290	0.108248
291	0.110080
292	0.104132
293	0.107343
294	0.109080
295	0.114860
296	0.103165
297	0.115216
298	0.116509
299	0.117401
300	0.118354
